,LotFrontage,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,2ndFlrSF,GrLivArea,FullBath,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
1021,64.0,7,2006,2006,84.0,684,1199,0,1220,2,0,632,105,54,194000
1022,52.0,5,1930,1950,0.0,324,912,336,1248,1,0,160,0,0,87000
1023,43.0,7,2005,2006,14.0,16,1346,0,1504,2,1,437,156,20,191000
1024,0.0,8,1976,1976,0.0,1165,1565,0,2898,2,1,665,0,72,287000
1025,70.0,5,1972,1972,0.0,138,882,0,882,1,0,461,96,0,112500
1026,73.0,5,1960,1960,324.0,697,1268,0,1264,1,2,461,0,0,167500
1027,71.0,8,2007,2008,338.0,1513,1638,0,1646,2,1,800,192,44,293077
1028,79.0,5,1941,1950,0.0,368,768,408,1376,1,1,240,0,0,105000
1029,21.0,6,1972,1972,281.0,317,672,546,1218,1,0,264,0,28,118000
1030,0.0,5,1916,1995,0.0,0,686,980,1928,2,0,0,0,0,160000
1031,102.0,7,1920,1970,0.0,523,824,998,3082,2,2,672,136,63,197000
1032,0.0,8,1993,1993,0.0,1012,1338,1168,2520,2,1,796,209,55,310000
1033,0.0,7,2002,2002,295.0,986,1654,0,1654,2,0,900,0,136,230000
1034,50.0,5,1938,1950,0.0,0,920,0,954,1,1,240,0,0,119750
1035,0.0,4,1957,1957,0.0,0,0,0,845,1,0,290,186,0,84000
1036,89.0,9,2007,2008,70.0,1022,1620,0,1620,2,1,912,228,0,315500
1037,0.0,8,2001,2002,396.0,0,1055,1208,2263,2,1,905,0,45,287000
1038,21.0,4,1970,2008,0.0,0,546,546,1344,1,1,0,0,0,97000
1039,21.0,4,1970,1970,0.0,509,630,0,630,1,0,286,0,0,80000
1040,88.0,5,1957,2000,67.0,168,1134,0,1803,2,1,484,0,0,155000
1041,0.0,6,1966,2000,252.0,400,800,832,1632,1,0,484,0,40,173000
1042,34.0,6,2005,2005,135.0,900,1306,0,1306,2,1,624,170,63,196000
1043,86.0,7,1990,1990,99.0,1085,1475,797,2329,2,1,514,192,121,262280
1044,80.0,8,1981,1981,0.0,1104,2524,0,2524,2,1,542,474,120,278000
1045,0.0,3,1955,1955,0.0,0,0,0,1733,2,1,452,0,0,139600
1046,85.0,9,2005,2006,208.0,240,1992,876,2868,3,1,716,214,108,556581
1047,57.0,5,1994,1995,0.0,686,990,0,990,1,0,672,0,0,145000
1048,100.0,5,1960,2006,75.0,0,0,0,1771,1,1,336,0,0,115000
1049,60.0,4,1946,2006,0.0,0,0,0,930,1,0,308,0,0,84900
1050,73.0,7,2007,2007,0.0,0,1302,0,1302,2,0,436,0,22,176485
1051,103.0,7,2007,2007,0.0,0,1316,0,1316,2,1,440,0,20,200141
1052,100.0,6,1964,1978,272.0,442,816,850,1977,1,1,540,0,52,165000
1053,68.0,5,1957,2002,145.0,383,1216,0,1526,1,1,364,116,78,144500
1054,90.0,8,2002,2002,210.0,932,1065,898,1989,2,1,586,199,60,255000
1055,104.0,6,1976,1976,160.0,644,1193,0,1523,2,1,478,0,0,180000
1056,43.0,7,2005,2005,240.0,659,1364,0,1364,2,1,484,192,36,185850
1057,0.0,7,1994,1994,0.0,595,973,871,1850,2,1,467,168,98,248000
1058,96.0,9,2008,2008,154.0,936,1104,1054,2184,2,1,836,0,102,335000
1059,0.0,6,1932,1950,480.0,297,854,895,1991,1,1,432,0,0,220000
1060,41.0,8,2001,2001,0.0,616,1338,0,1338,2,0,582,0,0,213500
1061,120.0,3,1935,1950,0.0,0,894,0,894,1,0,1248,0,20,81000
1062,85.0,5,1900,1950,0.0,0,662,915,2337,2,0,560,0,57,90000
1063,50.0,6,1925,1980,0.0,397,1103,0,1103,1,1,440,166,120,110500
1064,0.0,5,1966,1966,200.0,740,1154,0,1154,1,1,480,0,58,154000
1065,80.0,7,1996,1997,0.0,1201,1306,954,2260,2,0,533,296,44,328000
1066,59.0,6,1993,1994,0.0,0,799,772,1571,2,1,380,0,40,178000
1067,80.0,6,1964,1964,360.0,674,780,813,1611,1,0,442,328,128,167900
1068,42.0,6,1973,1973,0.0,837,942,1230,2521,2,1,576,728,20,151400
1069,60.0,5,1949,2003,0.0,220,845,0,893,1,0,576,0,0,135000
1070,72.0,5,1956,1956,120.0,586,1048,0,1048,1,0,286,0,20,135000
1071,78.0,6,1968,1968,0.0,298,727,727,1556,1,0,441,0,0,154000
1072,50.0,5,1948,1950,0.0,0,810,454,1456,1,1,280,0,0,91500
1073,75.0,6,1977,1977,140.0,535,690,728,1426,1,0,440,252,0,159500
1074,74.0,7,2006,2006,0.0,0,1240,0,1240,2,0,826,140,93,194000
1075,75.0,7,1940,1984,0.0,410,800,780,1740,1,2,240,0,0,219500
1076,60.0,5,1936,1989,0.0,626,796,370,1466,2,1,566,436,21,170000
1077,0.0,5,1969,1969,0.0,75,1096,0,1096,1,0,299,240,32,138800
1078,37.0,6,2004,2004,169.0,662,848,0,848,1,1,420,140,0,155900
1079,65.0,5,1994,1994,0.0,495,990,0,990,1,0,299,0,64,126000
1080,80.0,6,1971,2004,144.0,656,1258,0,1258,2,0,528,55,0,145000
1081,75.0,5,1963,1963,0.0,824,1040,0,1040,1,0,308,0,0,133000
1082,70.0,7,2002,2002,100.0,0,1459,0,1459,2,1,527,192,39,192000
1083,80.0,6,1964,1964,425.0,553,1251,0,1251,1,2,461,0,116,160000
1084,0.0,6,1995,1996,0.0,592,691,807,1498,2,1,409,315,44,187500
1085,73.0,6,1992,1992,0.0,747,936,0,996,1,0,564,120,0,147000
1086,0.0,4,1973,1973,0.0,334,546,546,1092,1,0,286,120,96,83500
1087,85.0,8,2005,2006,0.0,0,1082,871,1953,2,1,1043,160,50,252000
1088,24.0,7,2004,2004,50.0,0,970,739,1709,2,0,380,0,40,137500
1089,37.0,8,2005,2005,0.0,1039,1247,0,1247,1,1,550,0,84,197000
1090,60.0,3,1950,1950,0.0,0,0,0,1040,2,0,400,0,0,92900
1091,24.0,7,1999,2000,212.0,510,600,628,1252,2,0,462,0,48,160000
1092,60.0,6,1925,1950,0.0,423,1181,304,1694,2,1,576,342,0,136500
1093,71.0,5,1965,1998,166.0,661,864,0,1200,1,0,884,0,64,146000
1094,74.0,5,1956,2000,0.0,248,936,0,936,1,0,308,0,0,129000
1095,78.0,6,2006,2006,0.0,24,1314,0,1314,2,1,440,0,22,176432
1096,60.0,6,1914,2006,0.0,0,684,582,1355,1,0,0,136,0,127000
1097,0.0,8,1986,1986,0.0,0,1074,0,1088,1,0,461,0,74,170000
1098,50.0,4,1936,1950,0.0,672,672,567,1324,1,0,240,0,0,128000
1099,82.0,7,1978,1978,206.0,704,1271,0,1601,2,1,478,0,0,157000
1100,60.0,2,1920,1950,0.0,290,290,0,438,1,0,246,0,0,60000
1101,61.0,5,1971,1971,0.0,412,950,0,950,1,0,280,0,0,119500
1102,70.0,5,1960,2002,45.0,588,1010,0,1134,1,0,254,0,16,135000
1103,79.0,6,1959,1959,0.0,655,655,0,1194,1,1,539,0,0,159500
1104,24.0,5,1970,1970,304.0,0,630,672,1302,2,0,440,0,0,106000
1105,98.0,8,1994,1995,362.0,1032,1463,1122,2622,2,2,712,186,32,325000
1106,114.0,7,1990,1991,0.0,738,910,0,1442,2,1,719,0,244,179900
1107,168.0,7,2006,2006,0.0,0,868,1134,2021,2,1,422,0,100,274725
1108,0.0,6,2000,2000,0.0,0,924,742,1690,2,1,463,100,48,181000
1109,107.0,8,2004,2005,42.0,1039,1836,0,1836,2,1,862,125,185,280000
1110,0.0,6,1995,1996,0.0,219,773,885,1658,2,1,431,224,84,188000
1111,80.0,7,1976,1976,660.0,403,803,866,1964,2,1,483,0,69,205000
1112,73.0,5,1957,1957,0.0,708,816,0,816,1,0,308,0,0,129900
1113,66.0,5,1953,2006,0.0,643,1008,0,1008,1,0,240,0,18,134500
1114,90.0,5,1954,2000,0.0,415,833,0,833,1,0,326,0,0,117000
1115,93.0,8,2007,2007,328.0,1004,1734,0,1734,2,1,928,0,0,318000
1116,0.0,8,2002,2002,0.0,353,408,640,1419,2,1,527,120,0,184100
1117,57.0,5,1967,2003,0.0,702,894,0,894,1,0,450,0,0,130000
1118,85.0,5,1958,1987,0.0,0,533,580,1601,1,0,300,280,34,140000
1119,70.0,5,1959,1959,0.0,369,1040,0,1040,1,0,286,140,0,133700
1120,59.0,6,1920,1950,0.0,0,1012,0,1012,1,1,308,0,22,118400
1121,84.0,7,2005,2006,196.0,24,1552,0,1552,2,0,782,144,20,212900
1122,0.0,4,1956,1956,0.0,0,672,0,960,1,0,288,64,0,112000
1123,50.0,5,1947,2008,0.0,0,698,0,698,1,0,0,0,200,118000
1124,0.0,7,1992,1992,170.0,0,384,670,1482,2,1,392,100,25,163900
1125,60.0,4,1955,1955,0.0,0,1005,0,1005,1,1,672,0,0,115000
1126,53.0,7,2007,2007,130.0,0,1373,0,1555,2,1,660,143,20,174000
1127,182.0,7,2004,2004,0.0,1300,1530,0,1530,2,1,630,144,36,259000
1128,59.0,7,2004,2005,0.0,0,847,1112,1959,2,1,434,100,48,215000
1129,60.0,5,1980,1980,180.0,936,936,0,936,1,0,672,49,0,140000
1130,65.0,4,1928,1950,0.0,622,1122,653,1981,2,2,576,431,44,135000
1131,63.0,5,1991,1992,0.0,212,974,0,974,1,0,0,0,28,93500
1132,90.0,6,1880,1950,0.0,0,1008,1032,2210,2,0,205,0,48,117500
1133,80.0,8,1995,1995,0.0,584,1128,878,2020,2,1,466,0,155,239500
1134,57.0,6,1997,1997,0.0,0,916,684,1600,2,1,460,100,38,169000
1135,60.0,6,1926,1950,0.0,0,960,0,986,1,1,180,0,128,102000
1136,80.0,6,1950,1950,0.0,280,1032,220,1252,1,0,288,0,0,119000
1137,54.0,5,1875,1996,0.0,0,780,240,1020,1,0,0,0,0,94000
1138,0.0,6,1977,1977,0.0,1567,1567,0,1567,2,2,714,264,32,196000
1139,98.0,5,1920,1950,0.0,645,915,0,1167,1,1,495,0,0,144000
1140,60.0,5,1951,1951,0.0,852,952,0,952,1,0,840,0,0,139000
1141,0.0,5,1976,1976,44.0,381,780,780,1868,2,1,484,448,96,197500
1142,77.0,8,2006,2007,340.0,1150,1466,1362,2828,3,1,1052,125,144,424870
1143,0.0,5,1959,1959,0.0,288,1006,0,1006,1,0,0,0,24,80000
1144,60.0,4,1941,1950,0.0,348,672,252,924,1,0,280,0,0,80000
1145,52.0,5,1928,1950,0.0,0,1042,534,1576,1,1,225,0,0,149000
1146,0.0,6,1985,1985,85.0,1258,1298,0,1298,2,1,403,165,26,180000
1147,75.0,7,1941,1950,0.0,275,704,704,1564,1,1,234,0,0,174500
1148,0.0,7,1926,1950,0.0,0,572,539,1111,1,1,288,0,0,116900
1149,50.0,7,1920,1988,0.0,624,650,650,1482,1,0,324,0,0,143000
1150,57.0,6,1950,1950,0.0,0,932,0,932,1,1,306,0,0,124000
1151,134.0,5,1959,1959,132.0,176,1466,0,1466,1,2,528,0,140,149900
1152,90.0,6,1956,2004,0.0,296,1073,0,1811,1,1,470,0,0,230000
1153,0.0,6,1930,2007,0.0,538,816,0,816,1,0,432,0,0,120500
1154,0.0,7,1965,1988,288.0,454,864,918,1820,1,2,492,60,84,201800
1155,90.0,5,1976,2004,0.0,1157,1437,0,1437,2,1,528,0,21,218000
1156,85.0,5,1965,1999,0.0,633,1219,0,1265,2,1,502,0,92,179900
1157,34.0,7,2007,2008,166.0,904,1314,0,1314,2,1,626,172,62,230000
1158,92.0,8,2007,2008,186.0,0,1580,0,1580,2,0,830,0,24,235128
1159,76.0,6,1974,1974,270.0,442,901,933,1876,2,1,540,0,69,185000
1160,24.0,6,1978,1978,0.0,311,855,601,1456,2,1,440,26,0,146000
1161,0.0,6,1954,2006,72.0,728,1296,0,1640,1,1,924,108,0,224000
1162,109.0,5,1968,1968,0.0,492,894,0,894,1,1,450,0,0,129000
1163,60.0,4,1969,1969,0.0,1198,1198,0,1258,0,0,400,120,0,108959
1164,0.0,5,1978,1978,0.0,680,1360,0,1432,1,1,588,168,180,194000
1165,79.0,7,2009,2009,268.0,0,1502,0,1502,2,0,644,0,114,233170
1166,64.0,8,2008,2008,72.0,0,1694,0,1694,2,0,776,160,33,245350
1167,58.0,6,2000,2000,0.0,786,959,712,1671,2,1,472,0,38,173000
1168,120.0,6,1935,1986,0.0,626,1127,872,2108,2,2,540,0,0,235000
1169,118.0,10,1995,1996,1378.0,1387,1930,1796,3627,3,1,807,361,76,625000
1170,76.0,6,1977,1977,0.0,522,1096,0,1118,1,1,358,203,0,171000
1171,76.0,6,1958,1958,0.0,662,1261,0,1261,1,1,433,0,0,163000
1172,35.0,7,2006,2007,0.0,0,625,625,1250,2,0,625,0,54,171900
1173,138.0,5,1946,1994,0.0,152,1598,971,3086,3,1,0,122,0,200500
1174,80.0,6,1932,1950,0.0,503,952,1175,2345,2,1,360,0,0,239000
1175,85.0,8,1992,2000,337.0,700,1683,743,2872,2,1,541,0,33,285000
1176,37.0,5,1984,1985,0.0,658,876,0,923,1,0,264,362,0,119500
1177,0.0,6,1926,2004,0.0,468,818,406,1224,1,0,210,0,0,115000
1178,54.0,5,1921,1950,0.0,0,731,523,1343,1,1,186,192,0,154900
1179,77.0,5,1954,1954,0.0,0,0,0,1124,1,1,0,0,36,93000
1180,0.0,7,1990,1991,0.0,1216,1216,1216,2514,2,0,693,0,0,250000
1181,64.0,8,2008,2008,186.0,1480,1600,0,1652,2,1,482,162,53,392500
1182,160.0,10,1996,1996,0.0,2096,2396,2065,4476,3,2,813,171,78,745000
1183,60.0,5,1920,1950,0.0,821,1120,0,1130,1,1,720,229,0,120000
1184,50.0,5,1963,1963,226.0,1159,1572,0,1572,1,2,995,0,263,186700
1185,60.0,5,1924,1950,0.0,392,784,272,1221,1,0,392,0,0,104900
1186,107.0,3,1900,1970,0.0,440,978,685,1699,2,0,420,0,74,95000
1187,89.0,8,1994,1995,0.0,1456,1624,0,1624,2,1,757,0,114,262000
1188,68.0,7,2002,2002,95.0,0,831,829,1660,2,0,493,144,68,195000
1189,60.0,7,1999,1999,0.0,0,994,776,1804,2,1,442,140,60,189000
1190,0.0,4,1961,1975,149.0,1159,1249,0,1622,1,1,1356,439,0,168000
1191,24.0,8,1999,2000,456.0,0,776,677,1441,2,0,492,206,0,174000
1192,60.0,5,1925,1994,0.0,0,702,630,1472,1,0,250,0,0,125000
1193,0.0,6,1999,1999,425.0,883,1224,0,1224,2,0,402,0,304,165000
1194,80.0,6,1969,1969,143.0,371,663,689,1352,1,0,299,379,36,158000
1195,51.0,6,2005,2005,0.0,0,728,728,1456,2,0,400,100,24,176000
1196,58.0,7,2006,2006,0.0,0,879,984,1863,2,1,660,100,17,219210
1197,65.0,7,1916,1950,0.0,0,815,875,1690,1,1,225,0,0,144000
1198,70.0,7,2001,2001,0.0,0,1212,0,1212,2,0,573,356,0,178000
1199,75.0,4,1963,1979,51.0,547,1051,0,1382,1,1,459,0,82,148000
1200,71.0,4,1970,1970,0.0,0,864,0,864,1,0,280,0,0,116050
1201,80.0,7,1998,1998,0.0,0,866,913,1779,2,0,546,198,36,197900
1202,50.0,5,1925,1997,0.0,0,884,464,1348,1,1,216,0,0,117000
1203,75.0,7,2000,2001,171.0,0,1630,0,1630,2,1,451,74,234,213000
1204,78.0,5,1975,1975,0.0,788,1056,0,1074,1,0,495,0,88,153500
1205,90.0,7,1990,1991,234.0,485,2158,0,2196,2,1,701,84,70,271900
1206,0.0,4,1966,1966,0.0,1056,1056,0,1056,1,0,384,0,42,107000
1207,70.0,6,2003,2003,120.0,340,1682,0,1700,2,0,544,192,23,200000
1208,70.0,5,1962,1980,0.0,504,931,0,1283,1,0,506,0,0,140000
1209,85.0,8,2006,2006,420.0,1220,1660,0,1660,2,1,500,322,50,290000
1210,70.0,6,1992,1992,0.0,0,1055,790,1845,2,1,462,635,104,189000
1211,152.0,8,1988,2005,0.0,427,559,672,1752,2,0,492,325,12,164000
1212,50.0,4,1941,1950,0.0,344,672,0,672,1,0,234,0,113,113000
1213,0.0,4,1965,2001,0.0,648,648,0,960,0,0,364,88,0,145000
1214,69.0,5,1962,1962,0.0,784,925,0,999,1,0,300,150,72,134500
1215,99.0,5,1966,1966,0.0,180,894,0,894,1,0,384,0,0,125000
1216,68.0,6,1978,1978,0.0,0,0,584,1902,2,0,539,0,0,112000
1217,72.0,8,2009,2009,72.0,936,1300,0,1314,2,0,552,135,112,229456
1218,52.0,4,1947,1950,0.0,0,0,240,912,1,0,0,0,0,80500
1219,21.0,6,1971,1971,236.0,0,672,546,1218,1,0,0,201,0,91500
1220,66.0,5,1964,1964,0.0,312,912,0,912,1,0,288,0,0,115000
1221,55.0,5,1968,1968,0.0,250,952,0,1211,1,1,322,0,63,134000
1222,78.0,6,1949,1950,320.0,196,1040,678,1846,2,1,315,0,0,143000
1223,89.0,5,1951,1951,44.0,756,2136,0,2136,2,0,528,0,30,137900
1224,60.0,7,2004,2005,0.0,724,788,702,1490,2,1,388,100,75,184000
1225,65.0,6,1958,1958,63.0,507,588,0,1138,1,0,264,224,0,145000
1226,86.0,6,2007,2007,74.0,0,894,1039,1933,2,1,668,100,18,214000
1227,72.0,5,1965,2008,300.0,595,912,0,912,1,0,576,0,240,147000
1228,65.0,9,2008,2008,766.0,1540,1702,0,1702,1,1,1052,0,72,367294
1229,70.0,5,1960,1960,0.0,666,1075,0,1507,2,0,404,0,0,127000
1230,0.0,5,1977,1977,1.0,498,1361,1259,2620,2,1,600,155,24,190000
1231,70.0,5,1962,1962,120.0,803,1106,0,1190,1,0,540,0,18,132500
1232,70.0,4,1962,1962,0.0,0,0,0,1224,2,0,462,0,0,101800
1233,0.0,5,1959,1959,180.0,1000,1188,0,1188,1,0,531,0,0,142000
1234,55.0,5,1911,1950,0.0,0,940,940,1964,1,0,0,0,192,130000
1235,96.0,5,1914,1950,0.0,0,747,892,1784,1,0,180,203,40,138887
1236,36.0,7,2003,2003,106.0,0,764,862,1626,2,0,474,0,27,175500
1237,41.0,7,2004,2005,0.0,0,847,1101,1948,2,1,434,100,48,195000
1238,63.0,6,2005,2005,0.0,0,1141,0,1141,1,0,484,0,0,142500
1239,64.0,8,2006,2006,32.0,428,1476,0,1484,2,1,472,120,33,265900
1240,65.0,7,2003,2003,252.0,550,884,884,1768,2,0,543,0,63,224900
1241,83.0,7,2007,2007,0.0,0,1689,0,1689,2,0,954,0,56,248328
1242,85.0,7,1974,1974,81.0,885,1053,0,1173,2,2,528,0,120,170000
1243,107.0,10,2006,2006,0.0,1386,2076,0,2076,2,1,850,216,229,465000
1244,0.0,8,1929,1950,0.0,0,792,725,1517,1,2,400,0,0,230000
1245,78.0,6,1984,2003,74.0,0,585,728,1868,3,1,477,268,112,178000
1246,65.0,7,2005,2006,0.0,0,756,797,1553,2,0,615,0,45,186500
1247,0.0,6,1976,1976,335.0,539,1012,0,1034,1,0,888,0,0,169900
1248,60.0,6,1917,1950,0.0,319,735,924,2058,1,1,396,0,0,129500
1249,60.0,5,1950,1950,0.0,534,876,0,988,1,0,276,0,80,119000
1250,93.0,7,1968,1968,0.0,1065,2110,0,2110,2,2,522,0,0,244000
1251,0.0,7,2003,2003,163.0,0,1405,0,1405,2,1,478,148,36,171750
1252,62.0,5,1968,1968,0.0,510,864,0,874,1,0,288,33,0,130000
1253,0.0,7,1974,2003,0.0,125,1192,651,2167,2,2,518,220,47,294000
1254,60.0,7,2003,2004,92.0,0,746,896,1656,2,1,397,178,128,165400
1255,52.0,6,1931,1950,0.0,425,884,408,1367,1,1,560,0,0,127500
1256,91.0,8,1994,1994,554.0,1314,1986,0,1987,2,1,691,262,36,301500
1257,56.0,5,1922,1950,0.0,0,864,0,864,1,0,0,0,96,99900
1258,59.0,7,2005,2005,182.0,655,856,0,1166,2,0,400,212,0,190000
1259,65.0,6,1969,1969,0.0,602,1054,0,1054,1,0,460,180,0,151000
1260,0.0,6,1999,1999,0.0,0,841,783,1675,2,1,502,0,103,181000
1261,80.0,5,1956,1956,0.0,504,1050,0,1050,1,0,338,0,0,128900
1262,0.0,4,1957,1989,0.0,0,1104,684,1788,1,2,304,120,0,161500
1263,60.0,6,1919,1950,0.0,0,764,764,1824,1,1,520,0,0,180500
1264,34.0,6,1998,1999,0.0,266,1405,0,1337,2,0,511,144,68,181000
1265,35.0,7,1999,1999,218.0,450,691,739,1452,2,0,506,0,34,183900
1266,60.0,7,1910,1950,0.0,0,925,925,1889,1,1,308,0,0,122000
1267,89.0,9,2008,2009,0.0,0,2002,0,2018,2,1,746,144,76,378500
1268,0.0,8,1935,1997,632.0,192,728,1479,3447,3,2,1014,314,12,381000
1269,78.0,5,1958,1958,180.0,460,874,650,1524,1,0,315,0,0,144000
1270,0.0,7,1979,1979,0.0,1258,1332,192,1524,0,1,586,268,0,260000
1271,0.0,6,1968,1968,0.0,0,1489,0,1489,2,1,462,0,0,185750
1272,0.0,5,1965,1965,114.0,560,935,0,935,1,0,288,180,0,137000
1273,124.0,6,1959,2006,84.0,719,1019,0,1357,1,1,312,0,0,177000
1274,53.0,5,1910,2003,0.0,0,661,589,1250,2,1,552,242,0,139000
1275,95.0,5,1948,1950,567.0,220,928,992,1920,2,0,400,0,0,137000
1276,0.0,6,1972,1972,0.0,593,723,660,1395,1,1,497,294,116,162000
1277,0.0,6,1967,1976,359.0,528,1680,0,1724,1,1,480,0,0,197900
1278,75.0,8,2002,2002,0.0,804,1128,903,2031,2,1,577,0,211,237000
1279,60.0,4,1920,1950,0.0,0,698,430,1128,1,0,528,30,0,68400
1280,67.0,7,2002,2002,110.0,788,1573,0,1573,2,0,544,0,72,227000
1281,50.0,7,1990,1990,54.0,1053,1309,0,1339,2,1,484,0,58,180000
1282,61.0,5,1977,2008,0.0,532,1040,0,1040,2,0,484,0,0,150500
1283,94.0,6,1971,1971,0.0,0,912,912,1824,2,0,0,128,0,139000
1284,50.0,6,1919,1990,0.0,0,804,748,2447,2,1,336,272,0,169000
1285,50.0,6,1939,1950,0.0,0,780,587,1412,1,1,280,45,0,132500
1286,0.0,6,1963,1963,451.0,569,1328,0,1328,1,2,528,0,26,143000
1287,0.0,5,1964,1964,621.0,812,1624,0,1582,2,0,390,168,198,190000
1288,40.0,8,2000,2000,0.0,1158,1501,0,1659,2,1,499,212,59,278000
1289,86.0,8,2006,2006,788.0,0,1085,850,1970,2,1,753,177,74,281000
1290,0.0,5,1964,1964,86.0,1014,1152,0,1152,1,1,484,227,0,180500
1291,21.0,5,1972,1972,268.0,231,630,672,1302,2,0,264,185,0,119500
1292,60.0,5,1892,1965,0.0,0,994,994,2372,2,0,432,0,287,107500
1293,78.0,7,1976,1976,0.0,194,832,832,1664,2,1,528,0,28,162900
1294,60.0,5,1955,1990,0.0,167,864,0,864,1,0,572,0,0,115000
1295,70.0,5,1968,1968,168.0,1016,1052,0,1052,1,0,288,356,0,138500
1296,80.0,5,1963,1963,148.0,776,1120,0,1128,2,0,525,192,20,155000
1297,35.0,6,2005,2006,82.0,547,547,0,1072,2,0,525,0,44,140000
1298,313.0,10,2008,2008,796.0,5644,6110,950,5642,2,3,1418,214,292,160000
1299,75.0,5,1959,1994,0.0,340,1246,0,1246,1,0,305,218,0,154000
1300,0.0,7,1999,1999,344.0,694,978,978,1983,2,1,490,0,0,225000
1301,0.0,6,1942,1950,0.0,547,771,741,1494,1,2,213,0,0,177500
1302,92.0,8,1994,1994,391.0,740,1165,1323,2526,2,1,844,309,78,290000
1303,73.0,7,2005,2005,228.0,0,1616,0,1616,2,0,834,208,59,232000
1304,32.0,7,2004,2004,117.0,0,976,732,1708,2,0,380,0,40,130000
1305,108.0,9,2006,2007,300.0,1572,1652,0,1652,2,2,840,404,102,325000
1306,48.0,7,2005,2006,94.0,0,1368,0,1368,2,1,474,132,35,202500
1307,60.0,5,1994,1995,0.0,746,990,0,990,1,0,480,0,64,138000
1308,100.0,5,1948,2005,0.0,144,924,0,1122,1,0,528,0,36,147000
1309,0.0,6,1991,1991,88.0,1200,1278,0,1294,2,0,496,112,51,179200
1310,100.0,7,1959,2002,0.0,1406,1902,0,1902,2,2,567,0,207,335000
1311,68.0,7,2005,2007,80.0,925,1274,0,1274,2,0,508,264,98,203000
1312,0.0,8,1990,1990,336.0,482,1453,1357,2810,2,1,750,500,0,302000
1313,108.0,9,1999,1999,165.0,0,1393,1177,2599,2,1,779,668,30,333168
1314,60.0,4,1954,1954,0.0,732,948,0,948,1,1,280,0,36,119000
1315,85.0,6,1969,1969,0.0,500,952,1020,2112,2,2,576,280,0,206900
1316,61.0,8,2008,2008,270.0,0,1622,0,1630,2,1,860,172,42,295493
1317,47.0,7,2006,2007,0.0,0,1352,0,1352,2,1,466,0,241,208900
1318,0.0,8,2001,2002,178.0,0,1753,0,1787,2,1,748,198,150,275000
1319,75.0,4,1954,1954,132.0,492,864,0,948,1,0,248,0,0,111000
1320,70.0,6,1957,1957,0.0,189,1478,0,1478,1,2,442,114,0,156500
1321,0.0,3,1949,1950,0.0,0,0,0,720,1,0,287,0,0,72500
1322,107.0,7,1992,1992,0.0,674,750,862,1923,2,1,564,240,39,190000
1323,50.0,4,1940,1950,0.0,280,420,0,708,1,0,0,164,0,82500
1324,75.0,8,2006,2007,428.0,0,1795,0,1795,2,1,895,0,49,147000
1325,40.0,4,1922,1950,0.0,0,796,0,796,1,0,0,0,0,55000
1326,70.0,3,1931,2006,0.0,544,544,0,774,1,0,0,0,0,79000
1327,60.0,5,1982,2008,0.0,641,816,0,816,1,1,264,0,0,130500
1328,60.0,6,1920,1950,0.0,493,1510,1208,2792,2,2,520,0,547,256000
1329,63.0,7,1998,1998,0.0,0,935,677,1632,2,1,462,0,28,176500
1330,85.0,8,2006,2006,410.0,0,1588,0,1588,2,1,825,144,45,227000
1331,55.0,5,1976,1976,0.0,483,911,0,954,1,0,576,0,0,132500
1332,67.0,4,1938,1958,0.0,690,816,0,816,1,1,288,0,0,100000
1333,60.0,5,1938,1995,0.0,0,803,557,1360,1,0,297,0,65,125500
1334,24.0,5,1970,1970,312.0,765,765,600,1365,1,0,440,0,36,125000
1335,80.0,6,1977,1977,360.0,686,1350,0,1334,2,1,630,0,16,167900
1336,87.0,5,1973,1973,564.0,0,1656,0,1656,2,0,506,0,211,135000
1337,153.0,4,1941,1950,0.0,0,693,0,693,1,0,0,0,20,52500
1338,95.0,7,2002,2002,0.0,700,916,941,1861,2,0,492,146,91,200000
1339,120.0,5,1972,1972,0.0,360,864,0,864,1,0,288,0,0,128500
1340,70.0,4,1971,1971,0.0,0,858,0,872,1,0,480,0,0,123000
1341,66.0,6,2003,2004,0.0,814,1114,0,1114,1,0,576,0,78,155000
1342,0.0,8,2002,2002,149.0,0,1284,885,2169,2,1,647,192,87,228500
1343,57.0,6,1928,1950,0.0,0,896,741,1913,1,1,342,0,0,177000
1344,85.0,7,2006,2006,0.0,0,728,728,1456,2,1,440,0,0,155835
1345,50.0,4,1920,1950,0.0,250,960,0,960,1,0,308,0,0,108500
1346,0.0,7,1968,2003,0.0,297,1568,0,2156,2,1,508,0,80,262500
1347,93.0,8,2006,2007,100.0,80,1732,0,1776,2,1,712,0,0,283463
1348,0.0,7,1998,1998,0.0,1443,1482,0,1494,2,1,514,402,25,215000
1349,50.0,8,1872,1987,0.0,259,684,1215,2358,2,0,0,0,54,122000
1350,91.0,5,1969,1969,368.0,500,1248,1296,2634,2,0,968,0,0,200000
1351,70.0,6,1962,1962,318.0,319,858,858,1716,1,1,490,0,84,171000
1352,50.0,6,1937,2000,0.0,0,698,390,1176,1,0,624,210,0,134900
1353,56.0,8,1995,1996,579.0,816,2033,1185,3238,2,1,666,283,86,410000
1354,0.0,7,2000,2000,0.0,735,992,873,1865,2,1,839,0,184,235000
